season_epi_code,pitched_business_identifier,pitched_business_desc,deal_status,deal_shark,deal,description,episode,category,entrepreneurs,location,website,asked_for,exchange_for_stake,valuation,season,shark1,shark2,shark3,shark4,shark5,title,episode_season,multiple_entrepreneurs
202,First Defense Nasal Screen,a personal air filtration system . personal air filtration system,1,DJ+KOL+MC,True,Allergy season bringing you down? Maybe it's time to give First Defense Nasal Screens a try. These screens ward off allergies without medication. First Defense Nasal Screens are self-adhesive strips that attach to your nose to cover the nasal passage. They filter the air coming in through your nose and keeps allergens out. This product has been tested to significantly reduce 99% of particles at 10 microns. Even at sub micron levels they have been shown to be effective by 77% or more.,2.0,Health and Well-Being,Joe Moore,"New Port Richey, FL",http://www.filteryourlife.com/,500000.0,10.0,5000000.0,2.0,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,First Defense Nasal Screen,2-2,False
202,Toygaroo,a toy subscription service . toy subscription service,1,KOL+MC,True,A subscription toy service.,2.0,Toys and Games,Nikki Pope,"Los Angeles, CA",,100000.0,10.0,1000000.0,2.0,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,Toygaroo,2-2,False
202,Vurtego,extreme pogo sticks ,0,,False,"Vurtego is a high-tech pogo stick that is super lightweight, ultra durable, and nearly silent. It provides the smoothest and highest performance pogo ride anywhere. Eschewing the traditional pogo stick spring, Vurtego's bounce comes from compressed air instead. Before hopping on, you simply pump it up using any bike pump or air compressor. The cylinder body is made of aircraft aluminum and the footpeg assembly locks the user's feet to the pogo stick securely during the bounce. Made in the USA, Vurtego comes fully assembled and ready to bounce you to new heights!",2.0,Toys and Games,Brian Spencer,"Mission Viejo, CA",http://www.vurtegopogo.com/,500000.0,20.0,2500000.0,2.0,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,Vurtego,2-2,False
202,Wake n' Bacon,an alarm clock that wakes you up with fresh bacon ,0,,False,An alarm clock that wakes up the user with freshly cooked bacon.,2.0,Novelties,Matty Sallin,"San Francisco, CA",http://mattysallin.wordpress.com/,40000.0,20.0,200000.0,2.0,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,Wake n' Bacon,2-2,False
201,Carsik Bib,a bib for carsick children ,0,,False,"A barf bag worn around the neck, for small children who are prone to carsickness.",7.0,Baby and Child Care,Les Cookson,"Sacramento, CA",http://www.carsikbib.com,30000.0,15.0,200000.0,2.0,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Jeff Foxworthy,Daymond John,Carsik Bib,2-7,False
201,Ecomowers,an eco-friendly manual lawn mower that doesn't require blade sharpening ,0,,False,A push mower marketed as a more eco-friendly alternative than powered mowers.,7.0,Gardening,Andy Humphrey,"Traverse City, MD",http://www.ecomowers.com/,90000.0,20.0,450000.0,2.0,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Jeff Foxworthy,Daymond John,Ecomowers,2-7,False
201,Games2U,mobile party games franchise ,0,,False,A mobile entertainment company running specialized vehicles with movie theaters and video games.,7.0,Entertainment,Stuart and David Pikoff,"Austin, TX",http://www.g2u.com/,500000.0,10.0,5000000.0,2.0,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Jeff Foxworthy,Daymond John,Games2U,2-7,True
201,Hydromax,a hydration system for football players ,1,Others,True,"An impact-resistant hydration system that attaches to shoulder pads, aimed at football players in training.",7.0,Fitness Apparel and Accessories,Chris Spencer,"Houston, TX",http://www.hydromaxsystem.com/,50000.0,25.0,200000.0,2.0,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Jeff Foxworthy,Daymond John,Hydromax,2-7,False
115,Fridge Fronts,magnetic decorative covers for refrigerators . magnetic decorative finish for refrigerators,1,BC,True,A magnetic skin with a decorative finish that can be applied to any appliance.,5.0,Home Improvement,Jan Augenstein,"Dayton, OH",http://www.fridgefronts.com/,100000.0,30.0,333333.0,2.0,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Daymond John,Kevin Harrington,Fridge Fronts,2-5,False
115,Lightfilm,light-up decals for car windows . light-upÂ decalÂ for carÂ windows,1,DJ+RH,True,Light-up decals for car windows.,5.0,Automotive,George Podd and Rolf Schwartz,"Chicago, IL",http://powerdecal.com/,100000.0,5.0,2000000.0,2.0,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Daymond John,Kevin Harrington,Lightfilm,2-5,True
115,New Era Brands,clip-on gum and contact lens cases . clip-on gum and clip-on contact lens cases,0,,,,,,,,,,,,,,,,,,,,
115,Thin Gloss,weight loss lip gloss . weight lossÂ lip gloss,0,,,,,,,,,,,,,,,,,,,,
114,Caffeindicator,a decaf coffee testing system incorporated onto sweetener packets . a decaf coffee testing system incorporated onto sweetener packets,1,Others,True,"Is that decaf? Are you sure? If you've ever felt paranoid about whether you're really getting decaf, and making sure that you're not unwittingly setting yourself up for a sleepless night, Caffeindicator could be for you. Caffeindicator is a litmus-like indicator to test whether coffee is regular or decaf. But this isn't a stand-alone product, at least not the way it was pitched. The idea is to get these indicators printed on the sugar or artificial sweetener packets that you see at the coffee shop, restaurant, or diner. It would have been a good idea for distribution, since it takes advantage of how these packets are already ubiquitous. Unfortunately for the caffeine-averse though, this product still hasn't hit the market, even years after its Shark Tank debut. What was demonstrated on the show was a mock prototype, and the entrepreneur hadn't even yet begun to approach the sweetener packet manufacturers or estimating the cost of such an add-on feature.",13.0,Novelties,Michael Schiavone,"Mt. Joy, PA",,200000.0,25.0,800000.0,1.0,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Daymond John,Kevin Harrington,Caffeindicator,1-13,False
114,Captain Ice Cream,an ice cream vending business . an ice cream vending business,0,,False,A mobile novelty ice cream vending business.,13.0,Specialty Food,Tim Gavern,"Monrovia, CA",,48000.0,25.0,192000.0,1.0,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Daymond John,Kevin Harrington,Captain Ice Cream,1-13,False
114,Legal Grind,a coffee shop that provides legal services . a coffee shop that provides legal services,0,,False,A coffeehouse that is also a legal resource center.,13.0,Professional Services,Jeff and Annie Hughes,"Santa Monica, CA",http://www.legalgrind.com/,200000.0,15.0,1333333.0,1.0,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Daymond John,Kevin Harrington,Legal Grind,1-13,True
114,Lipstix Remix,a lipstick mold that combines used lipsticks into a new stick . a lipstick mold that combines used lipsticks into a new stick,1,BC+DJ,True,A way to save the lipstick that gets stuck at the bottom of the tube.,13.0,Personal Care and Cosmetics,Jill Quilln,"Knoxville, TN",http://www.lipstixremix.com/,105000.0,30.0,350000.0,1.0,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Daymond John,Kevin Harrington,Lipstix Remix,1-13,False
113,Grease Monkey Wipes,more effective cleaning and degreasing wet wipes . more effective cleaning and degreasing wet wipes,1,BC+RH,True,Individually-packaged degreasing cleaning wipes formulated for cyclists to easily remove grease and grime from working on bicycles.,12.0,Outdoor Recreation,Tim Stansbury and Erin Whalen,"Austin, TX",http://www.greasemonkeywipes.com/,40000.0,40.0,100000.0,1.0,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Daymond John,Kevin Harrington,Grease Monkey Wipes,1-12,True
113,Podillow,a more comfortable tanning and massage pillow ,0,,False,A face-down tanning and massage pillow with storage pockets.,12.0,Novelties,Anthony and Tina Calvert,"Santee, CA",http://www.podillow.com/,250000.0,33.0,757576.0,1.0,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Daymond John,Kevin Harrington,Podillow,1-12,True
113,The Factionist,an environmentally friendly T-shirt line . an environmentally friendly T-shirt line,0,,False,An ethical and eco-friendly apparel brand.,12.0,Men and Women's Apparel,Nate Berkopec,"New York, NY",,30000.0,20.0,150000.0,1.0,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Daymond John,Kevin Harrington,The Factionist,1-12,False
113,Wee Can Shop,a gift shop for children . a gift shop for children,0,,False,A store designed for kids to do the shopping.,12.0,Baby and Children's Entertainment,Kimberly and Matthew Foley,"Hawthorne, NJ",,200000.0,30.0,666667.0,1.0,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Daymond John,Kevin Harrington,Wee Can Shop,1-12,True
112,Hells Bells,a helmet company that has a patented method to produce 3-D designs ,1,DJ,,,,,,,,,,,,,,,,,,,
112,Ink Flip,a mail-order printer ink refill service . a mail-order printer ink refill service,0,,False,"A printer ink refill service. They send the customer a backup ink cartrige to start with. Any time the customer runs out of ink, they send the dry cartridge back to Ink Flip, while they use the replacement cartridge. Ink Flip replaces the dry cartridge with a full one. The cycle repeats when the next cartridge runs out.",11.0,Electronics,Andy Sperry,"Franklin, TN",http://www.inkflip.com/,150000.0,20.0,750000.0,1.0,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Daymond John,Kevin Harrington,Ink Flip,1-11,False
112,Romp n' Roll,a children's entertainment center franchise ,0,,,,,,,,,,,,,,,,,,,,
112,The Chef in Black,a dried Chinese salad dressing ,1,BC,True,Salad dressings using a tasty blend of all-natural spices and seasonings.,11.0,Specialty Food,Dorene Humason,"Folsom, CA",http://chefinblack.com/,50000.0,10.0,500000.0,1.0,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Daymond John,Kevin Harrington,The Chef in Black,1-11,False
111,Jump Forward,a technological solution for sports recruiting from high school to college . a technological solution for sports recruiting from high school to college,1,KOL+RH,True,An online service allowing high school athletes and their parents to profile their skills to market themselves to colleges.,10.0,Online Services,Brian Duggan and Adam McCombs,"Chicago, IL",http://www.jumpforward.com/,150000.0,10.0,1500000.0,1.0,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Daymond John,Kevin Harrington,Jump Forward,1-10,True
111,Mr. Poncho,a poncho for mobile devices to avoid tangled headphones . a poncho created for iPhones and Blackberries as a solution to tangled headphones,0,,False,A protective covering for MP3 players and similar devices.,10.0,Electronics,Sandy Hyun and Roman Pietrs,"New York, NY",,50000.0,25.0,200000.0,1.0,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Daymond John,Kevin Harrington,Mr. Poncho,1-10,True
111,The Bobble Place,a custom bobble head doll company . a custom bobble head doll company,0,,False,Custom-made bobblehead dolls.,10.0,Toys and Games,Jeff Wolsky,"Tampa, FL",http://www.webobble.com/,75000.0,18.0,416667.0,1.0,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Daymond John,Kevin Harrington,The Bobble Place,1-10,False
111,Uroclub,a urologist who created a solution to bladder problems on a golf course ,1,Others,True,"A faux golf club that looks like a 7 iron but conceals a urine reservoir, for those times golfers need to relieve themselves but there is not a restroom nearby.",10.0,Golf Products,Dr. Floyd Seskin,"Miami, FL",http://www.uroclub.com/,25000.0,51.0,49020.0,1.0,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Daymond John,Kevin Harrington,Uroclub,1-10,False
110,Llama Brew,liquid llama fertilizer . liquid llama fertilizer,0,,False,"A liquid, organic fertilizer made from ""llama doo"".",14.0,Gardening,Aida and Phil Lough,"La Habra, CA",http://www.llamabrew.com/,125000.0,10.0,1250000.0,1.0,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Daymond John,Kevin Harrington,Llama Brew,1-14,True
110,Nubrella,a wearable umbrella . new wearable design for an umbrella,1,DJ,True,"A reinvented umbrella that is hands-free, impossible to invert, and protects the user from wind chill.",14.0,Novelties,Alan Kaufman,"Boston, MA",http://nubrella.com/,200000.0,25.0,800000.0,1.0,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Daymond John,Kevin Harrington,Nubrella,1-14,False
110,Pillars of Slippers,an in-home shoe party franchise . in home shoe party franchise,0,,False,A home-based shoe business with a sales model similar to Tupperware parties.,14.0,Women's Shoes,Nicole Jones,"Chicago, IL",,150000.0,15.0,1000000.0,1.0,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Daymond John,Kevin Harrington,Pillars of Slippers,1-14,False
110,Qubits,a bendable construction toy . bendable construction toy,1,DJ,True,"Move over, Legos! Qubits is a new construction toy for kids. Recommended for ages 4 to 16, even adults could have fun with these new shapes. Created by an independent inventor, Qubits encourage exploration in engineering, architecture, geometry and design. Unlike Lincoln Logs or Tinker Toys, or even Legos in recent years, there's no pre-determined plan to follow with Qubits, only your imagination. Parents will also appreciate that Qubits are dishwasher-safe! Qubits are 100% made in the USA.",14.0,Toys and Games,Mark Burginger,"Orlando, FL",http://www.qubitstoy.com/,90000.0,51.0,176471.0,1.0,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Daymond John,Kevin Harrington,Qubits,1-14,False
110,Send A Ball,greeting balls sent in the mail ,0,,False,"If you want to shake things up in your greeting card practices, why not deliver those happy sentiments on a bouncy ball instead? The medium is the message, after all. Send-A-Ball will literally send a bouncy ball in the mail on your behalf to any recipient you designate. Your greetings will be all the more happily received this way! Send-A-Ball is run by two sisters who live across the street from each other, and wanted to have a business that would give them the freedom and flexibility to spend time with their families.",14.0,Novelties,Michele Kapustka and Melisa Moroko,"Chicago, IL",http://www.sendaball.com/,86000.0,20.0,430000.0,1.0,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Daymond John,Kevin Harrington,Send A Ball,1-14,True
109,Chill Soda,a healthy soda ,1,BC,True,"A healthier line of carbonated beverages featuring organic ingredients, vitamins, antioxidants, and just 85 calories per can.",9.0,Non-Alcoholic Beverages,Dan Mackey,"Sausalito, CA",http://www.chillsoda.com/,50000.0,10.0,500000.0,1.0,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Daymond John,Kevin Harrington,Chill Soda,1-9,False
109,Cornucopia,a veterinarian who created pet food he claims could extend a pet's life ,0,,False,Probiotic food for dogs and cats.,9.0,Pet Products,Dr. Geoffrey Broderick and Kristina Broderick,"Huntington, NY",http://www.cornucopiapetfoods.com/,300000.0,15.0,2000000.0,1.0,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Daymond John,Kevin Harrington,Cornucopia,1-9,True
